THREAT_ID,NAME,DESCRIPTION,CVE_ID,BUGTRAQ_ID,VENDOR_ID,CATEGORY,SEVERITY,REFERENCE
10566,"StealthWatcher_2000 agent up notification","This signature detects the runtime behavior of spyware StealthWatcher2000.StealthWatcher2000 is a keylogger application. It monitors a remote user's activities including keystrokes, running applications, and screenshots.",,,,keylogger,high,http://www.spywareguide.com/product_show.php?id=879;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307598;
10734,"Force_Trojan keylogger","This signature detects the download and upload runtime behavior of the spyware Force Trojan.Force Trojan enables an attacker to take control an infected computer.",,,,keylogger,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=2159;http://www.megasecurity.org/trojans/f/force/Force_all.htm;
10724,"Katux_2_0 chat","This signature detects the runtime behavior of spyware Katux 2.0.Katux 2.0 is a remote administration tool, which enables the attacker to completely control the infected machine.",,,,adware,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453060504;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453077310;http://www.megasecurity.org/trojans/k/katuxlatinus/Katuxlatinus_all.html;;
10503,"StealthRedirector destory tcp redirection or FTP redirection","This signature detects the runtime behavior of spyware StealthRedirector.StealthRedirector is a port redirect software. It enables the attacker to remotely redirect TCP or FTP connnection on the victim machine to another host and port. It can also replace the redirector server IP address with 127.0.0.1 in *.log file to erase the state of redirection.",,,,adware,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453076952;http://www.spywareguide.com/product_show.php?id=687;http://www.megasecurity.org/trojans/s/stealthredirector/Stealthredirector_all.html;http://www.megasecurity.org/trojans/s/stealthredirector/Stealthredirector2.0.htm;
10420,"AcidDrop_1_0 Get stored password","This signature detects the runtime behavior of Acid drop 1.0. Acid drop 1.0 enables an attacker to remotely control an infected machine.",,,,data-theft,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307678;
10700,"IST_SlotchBar Installtime","This signature detects the runtime behavior of spyware IST Slotchbar. IST Slotchbar adds a toolbar to Internet Explorer, installs casina, game products on its toolbar, and displays pop-up advertisements that come mainly from those sites.",,,,adware,low,http://www.spywareguide.com/product_show.php?id=1038;http://www.spyany.com/program/article_adw_rm_Slotch.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453093971;http://research.sunbelt-software.com/threat_display.cfm?name=IST.SlotchBar&threatid=4739;
10516,Smitfraud_Desktop_Hijacker,"This signature detects the runtime behavior of Smitfraud Desktop Hijacker. Smitfraud Desktop Hijacker is a malware that changes the Windows wallpaper to an image displaying a fake security warning message. Users can not change the desktop back because the desktop settings is disabled by the malware.",,,,browser-hijack,low,
10814,"Smart_Search 1 pop up ads","This signature detects the runtime behavior of Smart Search. Smart Search is hijacker and adware application. It adds a toolbar into IE, passes user-input keyword and other information to its server, and pops up advertsements.",,,,browser-hijack,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453078876;http://securityresponse.symantec.com/avcenter/venc/data/adware.smartsearch.htm;
10393,"Roach_1_0 email notification","This signature detects the runtime behavior of spyware Roach 1.0Roach 1.0 enables the attacker to completely control an infected machine.",,,,adware,high,http://www.spywareguide.com/product_show.php?id=950;http://www.megasecurity.org/trojans/r/roach/Roach1.0.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307596;
10033,"Parite User-Agent Traffic","This signature detects Parite user-agent traffic.",,,,spyware,medium,
10225,"FunBuddyIcons mysaconfg request","This signature detects the runtime behavior of the spyware FunBuddyIcons.FunBuddyIcons is installed as an IE toolbar. It changes the browser settings and hijacks IE auto search to www.mywebsearch.com. FunBuddyIcons also tracks user web activity and passes information to its controlling server.",,,,browser-hijack,low,http://www.spywareguide.com/product_show.php?id=1764;http://www.pchell.com/support/funbuddyicons.shtml;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45309425;
10939,"BEEE smtp","This signature detects the runtime behavior of the spyware BEEE.BEEE, also known as Better Email Enable Everything from iOpus, is a hacker tool designed to send out user files to an predefined address periodically.",,,,adware,high,http://www.spywareguide.com/product_show.php?id=1729;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453060657;http://www.spywareremove.com/removebeeeexe.html;http://spyware-removal.thrcomputer.com/how-to/remove-bee.html;http://www.softsecurity.com/bigbrother.html;http://www.iopus.com/freeware/beee;
10504,"StealthRedirector create ftp redirection","This signature detects the runtime behavior of spyware StealthRedirector.StealthRedirector is a port redirect software. It enables the attacker to remotely redirect TCP or FTP connnection on the victim machine to another host and port. It can also replace the redirector server IP address with 127.0.0.1 in *.log file to erase the state of redirection.",,,,adware,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453076952;http://www.spywareguide.com/product_show.php?id=687;http://www.megasecurity.org/trojans/s/stealthredirector/Stealthredirector_all.html;http://www.megasecurity.org/trojans/s/stealthredirector/Stealthredirector2.0.htm;
10011,"Katusha User-Agent Traffic","This signature detects Katusha user-agent traffic.",,,,spyware,medium,
10933,Saria_1_0,"This signature detects the runtime behavior of spyware: Saria1.0. The Saria is a fake login program. It simulates the login interface of Yahoo messager, MSN messager and Paltalk. After the vicitim inputs his username and password into this interface, it will send these private information to a remote server.",,,,adware,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45308092;
10908,WhenU_ClockSync,"This signature detects the runtime behavior of the spyware Whenu ClockSync. Whenu ClockSync synchronizes the time on the windows clock. It installs the spyware Savenow on user's machine.",,,,adware,medium,http://www.scanspyware.net/info/Whenu-ClockSync.htm;http://www.whenu.com;
10017,"Sality User-Agent Traffic","This signature detects Sality user-agent traffic.",,,,spyware,medium,
10991,"Trojan_Abwiz_C runtime2","This signature detects the runtime behavior of Abwiz.C. Abwiz.C is a Trojan program. It downloads code or self-updates from its controlling server and executes the code on a user's computer. Abwiz.C also sends information about the compromised computer to some IP addresses via HTTP.",,,,adware,high,http://securityresponse.symantec.com/avcenter/venc/data/trojan.abwiz.c.html;http://secunia.com/virus_information/20074/abwiz.c;
10820,ActivityLogger,"This signature detects the runtime behavior of the spyware Activity Logger.Activity Logger is computer surveillance software. It records user's activities to the log file and email the log file when computer goes online.",,,,adware,high,http://www.spywareguide.com/product_show.php?id=32;
10377,"Adtraffic notfound website search hijack and redirection","This signature detects the runtime behavior of spyware Adtraffic.Adtraffic is an error hijacker which resets a user's Internet Explorer settings to display a new error page when a requested URL is not found. It also redirects url to its affiliate website When searching a keywork in IE address bar.",,,,browser-hijack,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453094115;http://www.spyware-removal-guideline.com/adtraffic-removal;http://www.adtraffic.net;
10712,"Warez_P2P cache.dat request","Warez P2P is a P2P-file-sharing program.Warez P2P contacts its controlling server to download advertisements to the user. It also passes user information to its server and gets self-updates periodically.",,,,adware,low,http://www.spywareguide.com/product_list_category.php?category_id=12;http://www.download.com/Warez-P2P/3640-2166_4-10417974.html;
10841,Chinese_Keywords,"This signature detects the runtime behavior of the spyware Chinese Keywords.Chinese Keywords is an Internet Explorer BHO. It hijacks the search feature of IE's address bar and redirects the keywords searching to its controlling server.",,,,browser-hijack,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307495;
10064,"Vmprotect User-Agent Traffic","This signature detects Vmprotect user-agent traffic.",,,,spyware,medium,
10819,"AutoSpy get info","This signature detects the runtime behavior of the spyware AutoSpy.AutoSpy is a trojan program. It allows unauthorized access to the vulnerable system.",,,,adware,high,http://www.spywareguide.com/product_show.php?id=1438;http://www.2-spyware.com/remove-autospy.html;http://www.megasecurity.org/trojans/a/autospy/Autospy_all.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=5968;
10443,"SearchingAll toolbar update","This signature detects the runtime behavior of the spyware SearchingAll Toolbar.SearchingAll Toolbar is an IE Explorer Bar installed on user machine. It monitors user web activities, tracks user search pattern.",,,,adware,medium,http://www.spywareguide.com/product_show.php?id=2581;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45309748;
10497,"StealthRedirector check status","This signature detects the runtime behavior of spyware StealthRedirector.StealthRedirector is a port redirect software. It enables the attacker to remotely redirect TCP or FTP connnection on the victim machine to another host and port. It can also replace the redirector server IP address with 127.0.0.1 in *.log file to erase the state of redirection.",,,,adware,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453076952;http://www.spywareguide.com/product_show.php?id=687;http://www.megasecurity.org/trojans/s/stealthredirector/Stealthredirector_all.html;http://www.megasecurity.org/trojans/s/stealthredirector/Stealthredirector2.0.htm;
10484,"Dark_Moon reverse connection","This signature detects the runtime behavior of Darkmoon. Darkmoon is a remote admin tool, which enables an attacker to remotely control an infected machine.",,,,adware,high,
10716,"Warez_P2P Warez p2p client home","Warez P2P is a P2P-file-sharing program.Warez P2P contacts its controlling server to download advertisements to the user. It also passes user information to its server and gets self-updates periodically.",,,,adware,low,http://www.spywareguide.com/product_list_category.php?category_id=12;http://www.download.com/Warez-P2P/3640-2166_4-10417974.html;
10603,NightCreature_Beta_0_01_Demo,NightCreature_Beta_0_01_Demo,,,,adware,high,
10635,"Comet_Systems log report","This signature detects the runtime behavior of the spyware Comet Systems. Comet systems is a browser hijacker that changes browser settings. It tracks user web activity to collect information. It also attempts to download updates from its controlling server to the user's computer without additional notification.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=428;http://www.cometcursor.com;
10710,"Warez_P2P Pass user information","Warez P2P is a P2P-file-sharing program.Warez P2P contacts its controlling server to download advertisements to the user. It also passes user information to its server and gets self-updates periodically.",,,,data-theft,low,http://www.spywareguide.com/product_list_category.php?category_id=12;http://www.download.com/Warez-P2P/3640-2166_4-10417974.html;
10678,traffbest_biz,"This signature detects the runtime behavior of the traffbest Biz.traffbest Biz downloads and installs backdoor trojans. It changes IE and desktop settings.",,,,backdoor,medium,http://forums.maddoktor2.com/index.php?showtopic=360;
10378,"A311Death initial connection","This signature detects the runtime behavior of A-311 Death v1.29. A-311 Death is a remote admin tool, which enables an attacker to remotely control an infected machine.",,,,adware,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453076778;http://labs.paretologic.com/spyware.aspx?remove=A-311%20Death;
10649,"DotComToolbar search in toolbar search in toolbar","This signature detects the runtime behavior of the spyware DotComToolbar.DotComToolbar is an Internet Explorer toolbar installed on user machine. It changes user default IE browser settings, installs other spyware on user's machine, and hooks URLs installed in its toolbar.",,,,adware,medium,http://www.spywareguide.com/product_show.php?id=628;http://www.dotcomtoolbar.com/;http://securityresponse.symantec.com/avcenter/venc/data/spyware.dotcomtoolbar.html;http://www.scanspyware.net/info/DotComToolbar.htm;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307698;
10512,"MyNapster Ads","This signature detects the runtime behavior of MyNapster. MyNapster is a chat and file-sharing client using the Gnutella network. It delivers advertisements to users and uses tracking cookie ""BFast"" to monitor the users' Internet activity and gathers information.",,,,adware,low,http://mynapster.sourceforge.net/;http://www.accs-net.com/smallfish/befree.ht;
10606,"Delirium_Of_Disorder 1 start/stop keylogger","This signature detects the runtime behavior of Delerium Of Disorder. Delerium Of Disorder uses MP3 WAV Converter as a server-side program and enables an attacker to remotely control an infected machine.",,,,keylogger,high,http://www.megasecurity.org/trojans/d/deleriumofdisorder/Deleriumofdisorder.html;
10911,"Virtual_Bouncer software status reporting","This signature detects the runtime behavior of spyware Virtual Bouncer.Virtual Bouncer downloads and installs updates from its controlling server without user consent.",,,,adware,medium,http://www.spywareguide.com/product_show.php?id=514;http://securityresponse.symantec.com/avcenter/venc/data/adware.virtualbouncer.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307677;
10642,WebCpr,"This signature detects the runtime behavior of WebCpr. WebCpr is an adware application that opens pop-up advertisements on the host system. It also prompts software installation windows and installs other software on a user's computer. WebCpr consumes a lot of CPU and slows down a user's computer.",,,,adware,low,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453090780;
10771,"RAXSearch Send search keywords to raxsearch.com","This signature detects the runtime behavior of spyware RaxSearch.RaxSearch is a browser hijacker that alters the Internet Explorer search settings. It monitors a user's web activity, and is able to catch the user's search keywords and passes them to its controlling server.",,,,data-theft,low,http://www.spywareguide.com/product_show.php?id=2685;http://vil.mcafeesecurity.com/vil/content/v_138103.ht;
10389,"Planet initial connection","This signature detects the runtime behavior of Planet Remote. Planet Remote is a remote administration tool which enables the attacker to control an infected machine.",,,,adware,high,http://antispyware.stompsoft.com/p/planetremote.as;
10005,"AVGDM User-Agent Traffic","This signature detects AVGDM user-agent traffic.",,,,spyware,medium,
10041,"Vbtroj User-Agent Traffic","This signature detects Vbtroj user-agent traffic.",,,,spyware,medium,
10883,"Shopnav Self-update request 1","Shopnav is a search hijacker that is implemented through IE Browser Helper Object. It redirects certain address bar searches and unknown domain name searches to its controlling servers. Shopnav also update itself when a user starts Windows.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=582;http://www.symantec.com/avcenter/venc/data/spyware.shopnav.html;
10917,"NetDemon_1_0 initial connection","This signature detects the runtime behavior of spyware NetDemon 1.0. NetDemon allows a remote attacker to connect to an infected computer and gain control of the system.2/ danger level: high",,,,adware,medium,
10703,"Nuclear_Scan scan","This signature detects the runtime of spyware Nuclear Scan.Nuclear Scan is a hacker tool used to scan the range of IP with open port(s) quickly in the local or remote network. The result of the scan can be explored by the attacker.",,,,adware,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453079266;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307892;
10557,"Exception_1_0 initial connection","This signature detects the runtime behavior of the Spyware Exception 1.0.Exception 1.0 is a remote administration tool. It enables an attacker to take control of an infected computer.",,,,adware,high,http://www.megasecurity.org/trojans/e/exception/Exception1.0b1.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307709;
10824,Cool_Search,"This signature detects the runtime behavior of hijacker cool search.  cool search is installed as IE BHO. It changes IE setting and loads ads from its controlling server.",,,,browser-hijack,medium,
10563,"7FaSST Auto requests","This signature detects the runtime behavior of the spyware 7FaSST.7FaSSt is an Internet Explorer toolbar that provides a search field querying the 7search.com/7metasearch search engines. It tracks the user's Web activity and passes user information to its controlling server",,,,adware,low,http://www.spywareguide.com/product_show.php?id=419;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453072502;;
10963,HansonEllisToolbar,"This signature detects the runtime bahavior of Hanson Ellis Toolbar. Hanson Ellis Toolbar changes browser settings and installs other spyware like Adware-CommanderNET on a user's computer.",,,,adware,low,
10567,"StealthWatcher_2000 agent discover broadcast","This signature detects the runtime behavior of spyware StealthWatcher2000.StealthWatcher2000 is a keylogger application. It monitors a remote user's activities including keystrokes, running applications, and screenshots.",,,,keylogger,high,http://www.spywareguide.com/product_show.php?id=879;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307598;
10015,"Suspicious User-Agent Strings","This signature detects user-agent strings that are associated with known spyware phone-home HTTP traffic.",,,,spyware,medium,
10958,"WebRebates rebate popup windows","This signature detects the runtime behavior of Spyware WebRebates. WebRebates downloads and installs code from its controlling server. It also monitors a user's web activity and displays rebates window to the user.",,,,adware,medium,http://www.spywareguide.com/product_show.php?id=804;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453093972;http://securityresponse.symantec.com/avcenter/venc/data/adware.webrebates.html;http://research.sunbelt-software.com/threat_display.cfm?name=TopRebates.WebRebates&threatid=14768;http://www.auditmypc.com/process/webrebates.asp;http://www.spyany.com/program/article_adw_rm_TopRebates.html;http://www.scanspyware.net/info/TopRebates.ht;
10016,"Virut User-Agent Traffic","This signature detects Virut user-agent traffic.",,,,spyware,medium,
10319,"BrowserPal Post user information to its server","This signature detects the runtime behavior of BrowserPal. BrowserPal changes the browser settings and  installs itself as a Browser Helper Object(BHO). It tracks a user\'s web activity and passes user information to its server.",,,,data-theft,low,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453074906;http://xforce.iss.net/xforce/xfdb/14269;
10699,"ElfRat 1 icq notification","This signature detects the runtime behavior of elfRat v1.2. elfRat is a remote admin tool, which enables an attacker to remotely control an infected machine.",,,,adware,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=55224;http://www.megasecurity.org/trojans/e/elf/Elfrat1.2.htm;
10416,"HunterGop_1_5 destroy victim machine","This signature detects the runtime behavior of spyware HunterGop.HunterGop is a remote administration tool. It allows a remote attacker to connect to an infected computer, take screenshoot, and view realtime desktop. It also allows the attacker to shutdown and restart the infected system.",,,,adware,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453077243;http://www.2-spyware.com/remove-huntergop-1-5.htm;
10981,"EzCyberSearch Check update","This signature detects the runtime behavior of the spyware EzCyberSearch. EzCyberSearch hijacks the IE auto search to http://www.ezcybersearch.com/. It adds ""Cool Sites"" to IE's Favorites. The ""Cool Sites"" includes websites such as Amazon.com, Ebay, file-sharing.com, etc.EzCyberSearch checks its updates periodically and downloads advertisementsfrom its controlling server to the user.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=476;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307252;
10048,"Swisyn User-Agent Traffic","This signature detects Swisyn user-agent traffic.",,,,spyware,medium,
10492,"Minicom_Lite UDP broadcast","This signature detects the runtime behavior of the Spyware Minicom Lite.Minicom Lite is a remote administration tool. It enables an attacker to take control over an infected computer.",,,,adware,high,http://www.spywareguide.com/product_show.php?id=910;http://www.megasecurity.org/trojans/m/minicom/Minicom4.5.htm;
10399,"Smart_Finder Track hits","This signature detects the runtime behavior of spyware Smart Finder.Smart Finder hijacks IE start page, autosearch function, and popular search engines such as Google, yahoo, etc. It shows pop-up ads with information, offers and products that match keywords that the user is looking for when searching online.",,,,data-theft,medium,http://www.spywareguide.com/product_show.php?id=2165;http://www.xblock.com/product_show.php?id=216;
10702,"Nuclear_Scan Scan Started","This signature detects the runtime of spyware Nuclear Scan.Nuclear Scan is a hacker tool used to scan the range of IP with open port(s) quickly in the local or remote network. The result of the scan can be explored by the attacker.",,,,adware,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453079266;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307892;
10269,"Painter redirect yahoo search through online-casino-searcher","This signature detects the runtime behavior of the Painter.Painter is a hijacker and trojan application that alters the Internet Explorer settings. It hijacks user searches on popular search engines such as Google, MSN, Yahoo, Ask, etc. Any search keyword will be hijacked by it, and the result web page will be the one returned by its own server. Painter generates pop-up advertisements, and continually displays fake security warnings on the host system.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=2730;http://vil.nai.com/vil/content/v_138384.htm;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45309679;
10449,"EasyDates information disclosure","This signature detects the runtime behavior of spyware EasyDates. EasyDates popups many porn web pages after installation. It discloses Operating System information to its controlling server.It enables attackers to launch further attacks. It also automatically updates itself without user consent. Furthermore, it adds registry key to ensure it restarts whenever Windows restarts.",,,,data-theft,medium,http://www.softwaretipsandtricks.com/startup_applications/2207-EasyDatesexe.html;http://www.pchelpdoctors.com/SpywareTypes.ht;
10705,"MyWebSearch_Toolbar mysaconfg request","This signature detects the runtime behavior of MyWebSearch Toolbar. MyWebSearch is a browser hijacker. It changes the browser settings and hijacks IE auto search to www.mywebsearch.com.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=769;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453096424;http://www.doxdesk.com/parasite/MySearch.htm;
10690,Trellian_Search_Toolbar,"This signature detects the runtime behavior of Trellian Toolbar. Trellian Toolbar provides search functions. It changes browser settings and collects information about users' online behavior.",,,,adware,low,http://www.trellian.net/;http://www.femail.com.au/toolbar.htm;http://searchenginewatch.com/links/article.php/2156381;;;
10636,"Comet_Systems Update requests Track activity","This signature detects the runtime behavior of the spyware Comet Systems. Comet systems is a browser hijacker that changes browser settings. It tracks user web activity to collect information. It also attempts to download updates from its controlling server to the user's computer without additional notification.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=428;http://www.cometcursor.com;
10010,"Swizzor User-Agent Traffic","This signature detects Swizzor user-agent traffic.",,,,spyware,medium,
10633,"Comet_Systems Update requests","This signature detects the runtime behavior of the spyware Comet Systems. Comet systems is a browser hijacker that changes browser settings. It tracks user web activity to collect information. It also attempts to download updates from its controlling server to the user's computer without additional notification.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=428;http://www.cometcursor.com;
10666,Ini_Killer_3_0,Ini_Killer_3_0,,,,adware,high,
10438,"Activity_Monitor_3_8 init connection","This signature detects the runtime behavior of Activity Monitor 3.8.Activity Monitor 3.8 allows a hacker to view typing keystrokes in real time, take snapshots of the remote screen at will, view all running programs and monitor when user switches between them, copy any files from remote PC, view visited web sites, terminate processes, send instant messages and control computers remotely.",,,,keylogger,high,http://www.spywareguide.com/product_show.php?id=343;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=3559;
10960,"Evade_1_1 2 upload file","This signature detects the runtime behavior of the spyware Evade 1.1b.Evade 1.1b enables an attacker to take control an infected computer.",,,,adware,high,http://www.megasecurity.org/trojans/e/evade/Evade1.1b.htm;
10650,"DotComToolbar toolbar information retrieve toolbar information retrieve","This signature detects the runtime behavior of the spyware DotComToolbar.DotComToolbar is an Internet Explorer toolbar installed on user machine. It changes user default IE browser settings, installs other spyware on user's machine, and hooks URLs installed in its toolbar.",,,,data-theft,medium,http://www.spywareguide.com/product_show.php?id=628;http://www.dotcomtoolbar.com/;http://securityresponse.symantec.com/avcenter/venc/data/spyware.dotcomtoolbar.html;http://www.scanspyware.net/info/DotComToolbar.htm;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307698;
10823,"Greek_Hackers_Rat_1_0 Initial connection","This signature detects the runtime behavior of the Spyware Greek Hackers Rat 1.0 Server Response.Greek Hackers Rat 1.0 is a remote administration tool. It enables an attacker to take control an infected computer.",,,,adware,high,http://www.megasecurity.org/trojans/g/greekhackersrat/Greekhackersrat1.0.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45306048;
10218,HotOffers,"This signature detects the runtime behavior of HotOffers. HotOffers is a CoolWebSearch browser hijacker which alters the start page for Internet Explorer, setting it to point to www.hotoffers.com or www.hotoffers.info. HotOffers also opens pop-up advertisements on the host system.",,,,adware,low,http://research.sunbelt-software.com/threat_display.cfm?name=Adw.CWS.Hotoffers&threatid=41761;http://labs.paretologic.com/spyware.aspx?remove=Hotoffers/Jimbutt;
10412,"AskJeevesToolbar Switch toolbar search option","This signature detects the runtime behavior of spyware AskJeeves Toolbar. AskJeeves Toolbar alters the Internet Explorer settings. It tracks user web activity to collect information. Such information is then used for internal reporting and targeted advertising.",,,,adware,low,http://sp.ask.com/docs/about/privacy.htm;
10380,PartyPoker,"This signature detects the runtime behavior of PartyPoker. PartyPoker allows a user to play pocker online. It is an adware application which changes the browser settings and generates popup advertisements on the user\'s computer.",,,,adware,low,
10577,Active_KeyLogger,"This signature detects the runtime behavior of spyware Active Key Logger. Active Key Logger records all the keystrokes typed in the victim's computer and sends out the log files via email.",,,,keylogger,high,http://www.spywareguide.com/product_show.php?id=1719;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453077693;;http://www.topshareware.com/Active-Key-Logger-download-7121.ht;
10065,"Fakealert User-Agent Traffic","This signature detects Fakealert user-agent traffic.",,,,spyware,medium,
10559,"Exception_1_0 notification","This signature detects the runtime behavior of the Spyware Exception 1.0.Exception 1.0 is a remote administration tool. It enables an attacker to take control of an infected computer.",,,,adware,high,http://www.megasecurity.org/trojans/e/exception/Exception1.0b1.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307709;
10013,"Bagle User-Agent Traffic","This signature detects Bagle user-agent traffic.",,,,spyware,medium,
10469,"TrustyFiles_3_1_0_1 startup access","This signature detects the runtime behavior of TrustyFiles. TrustyFiles searches and shares files with Kazaa, Gnutella, and Gnutella2 networks. It popups adversiting or displays ads in its application frame. It also tracks the version update.",,,,adware,low,
10524,"HatredFriend file manager command submission","HatredFriend file manager command submission",,,,adware,low,
10520,"PtakkS_2_1 keepalive/acknowledgement","This signature detects the runtime behavior of the PtakkS 2.1 r6.PtakkS 2.1 r6 enables an attacker to take control an infected computer.",,,,backdoor,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453079909;http://securityresponse.symantec.com/avcenter/venc/data/backdoor.ptakks.b.htm;
10457,"WowOk_MP3_Bar_1_0 tracking surfing behavior","WowOk MP3 Bar is an Internet Explorer Browser Helper Object (IE BHO). It changes IE search assistant URL to www.weepee.com without user consent. It displays ads in the search result page and tracks the user's surfing activities.",,,,data-theft,medium,
10903,"Altavista_Toolbar Get toolbar cfg","This signature detects the runtime behavior of spyware AltaVista Toolbar. AltaVista Toolbar alters the Internet Explorer settings. It tracks user web activity and collects the user's personal information such as cookie information and surfing habits.",,,,adware,low,http://www.altavista.com/about/privac;
10521,Downloader_AAV,Downloader_AAV,,,,adware,high,
10634,"Comet_Systems Search Request 1 log","This signature detects the runtime behavior of the spyware Comet Systems. Comet systems is a browser hijacker that changes browser settings. It tracks user web activity to collect information. It also attempts to download updates from its controlling server to the user's computer without additional notification.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=428;http://www.cometcursor.com;
10273,BlazeFind,"This signature detects the runtime behavior of the spyware BlazeFind. BlazeFind alters the Internet Explorer\'s settings by changing the start page and search assistant to its controlling server. The changes are very persistant and the user has no way to change it back. It also disables IE autosearch function.",,,,adware,medium,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453079063;http://www.spywareguide.com/product_show.php?id=724;http://www.symantec.com/avcenter/venc/data/adware.blazefind.html;http://www.f-secure.com/sw-desc/blazefind.shtml;http://spyware-removal.thrcomputer.com/how-to/remove-blazefind.htm;
10998,NetGuide,NetGuide,,,,adware,high,
10040,"Sidetab User-Agent Traffic","This signature detects Sidetab user-agent traffic.",,,,spyware,medium,
10537,"TheSnakeTrojan icq notification","This signature detects the event of ""icq notification"" generated by the snake trojan.",,,,adware,high,
10583,"CIA_1_22 Download file","This signature detects the runtime behavior of the spyware CIA.CIA enables an attacker to take control an infected computer.",,,,adware,high,http://www3.ca.com/securityadvisor/pest/pest.aspx?id=453079022;http://www.megasecurity.org/trojans/c/cruelintentionz/Cruelintentionz1.22.htm;
10877,"PluginAccess active proxy","PluginAccess is a premium-rate dialer for porn-related websites. It may be installed through pop-up ads, browser exploits, etc. It can also cause IE browser instability.",,,,adware,medium,http://www.spywareguide.com/product_show.php?id=579;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307488;
10697,"Insurrection_1_1_0  initial connection","This signature detects the runtime behavior of the spyware Insurrection 1.1.0. Insurrection 1.1.0  is a remote administration tool. It enables an attacker to take control an infected computer.",,,,adware,high,http://www3.cai.com/securityadvisor/pest/pest.aspx?id=453076744;http://www.tenebril.com/src/info.php?id=10620148;
10929,"XBarre Get toolbar settings","This signature detects the runtime behavior of spyware XBarre. XBarre alters IE settings and hijacks IE error page. The default 404 error page is redirected to www.xbarre.com/barre/dns_error.cgi? when the user inputs keywords or unknown domain names directly in the IE address bar. XBarre also provides links to porn sites.",,,,browser-hijack,medium,http://www.spywareguide.com/product_show.php?id=2587;http://www.xblock.com/product_show.php?id=2587;
10655,"MiniCommand_2_0_3 initial connection","This signature detects the runtime behavior of the spyware MiniCommand2.0.3 Server Response.MiniCommand2.0.3 enables an attacker to take control an infected computer.",,,,adware,high,http://www.megasecurity.org/trojans/m/minicommand/Minicommand2.0.3.html;http://www3.ca.com/securityadvisor/pest/pest.aspx?id=45307593;
10995,Halflife_Jacker,Halflife_Jacker,,,,adware,high,
10020,"Cycbot User-Agent Traffic","This signature detects Cycbot user-agent traffic.",,,,spyware,medium,
