port,transport,service
4353,udp,f5-iquery
4353,tcp,f5-iquery
4354,udp,qsnet-trans
4354,tcp,qsnet-trans
4355,udp,qsnet-workst
4355,tcp,qsnet-workst
4356,udp,qsnet-assist
4356,tcp,qsnet-assist
4357,udp,qsnet-cond
4357,tcp,qsnet-cond
4358,udp,qsnet-nucl
4358,tcp,qsnet-nucl
4368,tcp,wxbrief
4368,udp,wxbrief
4369,tcp,epmd
4369,udp,epmd
4400,tcp,ds-srv
4400,udp,ds-srv
4401,tcp,ds-srvr
4401,udp,ds-srvr
4402,tcp,ds-clnt
4402,udp,ds-clnt
4403,tcp,ds-user
4403,udp,ds-user
4404,tcp,ds-admin
4404,udp,ds-admin
4405,tcp,ds-mail
4405,udp,ds-mail
4406,tcp,ds-slp
4406,udp,ds-slp
4426,tcp,beacon-port-2
4426,udp,beacon-port-2
4442,udp,saris
4442,tcp,saris
4443,udp,pharos
4443,tcp,pharos
4444,udp,krb524
4444,tcp,krb524
4444,udp,nv-video
4444,tcp,nv-video
4445,udp,upnotifyp
4445,tcp,upnotifyp
4446,udp,n1-fwp
4446,tcp,n1-fwp
4447,udp,n1-rmgmt
4447,tcp,n1-rmgmt
4448,udp,asc-slmd
4448,tcp,asc-slmd
4449,udp,privatewire
4449,tcp,privatewire
4450,udp,camp
4450,tcp,camp
4451,udp,ctisystemmsg
4451,tcp,ctisystemmsg
4452,udp,ctiprogramload
4452,tcp,ctiprogramload
4453,udp,nssalertmgr
4453,tcp,nssalertmgr
4454,udp,nssagentmgr
4454,tcp,nssagentmgr
4455,udp,prchat-user
4455,tcp,prchat-user
4456,udp,prchat-server
4456,tcp,prchat-server
4457,udp,prRegister
4457,tcp,prRegister
4458,tcp,mcp
4458,udp,mcp
4484,tcp,hpssmgmt
4484,udp,hpssmgmt
4500,udp,ipsec-msft
4500,tcp,ipsec-msft
4535,tcp,ehs
4535,udp,ehs
4536,tcp,ehs-ssl
4536,udp,ehs-ssl
4537,tcp,wssauthsvc
4537,udp,wssauthsvc
4538,tcp,isigate
4538,udp,isigate
4545,udp,worldscores
4545,tcp,worldscores
4546,udp,sf-lm
4546,tcp,sf-lm
4547,udp,lanner-lm
4547,tcp,lanner-lm
4548,tcp,synchromesh
4548,udp,synchromesh
4549,tcp,aegate
4549,udp,aegate
4550,tcp,gds-adppiw-db
4550,udp,gds-adppiw-db
4554,tcp,msfrs
4554,udp,msfrs
4555,udp,rsip
4555,tcp,rsip
4556,tcp,dtn-bundle-tcp
4556,udp,dtn-bundle-udp
4559,udp,hylafax
4559,tcp,hylafax
4566,tcp,kwtc
4566,udp,kwtc
4567,udp,tram
4567,tcp,tram
4568,udp,bmc-reporting
4568,tcp,bmc-reporting
4569,tcp,iax
4569,udp,iax
4597,tcp,a21-an-1xbs
4597,udp,a21-an-1xbs
4598,tcp,a16-an-an
4598,udp,a16-an-an
4599,tcp,a17-an-an
4599,udp,a17-an-an
4600,udp,piranha1
4600,tcp,piranha1
4601,udp,piranha2
4601,tcp,piranha2
4658,tcp,playsta2-app
4658,udp,playsta2-app
4659,tcp,playsta2-lob
4659,udp,playsta2-lob
4660,udp,smaclmgr
4660,tcp,smaclmgr
4661,udp,kar2ouche
4661,tcp,kar2ouche
4662,tcp,oms
4662,udp,oms
4663,tcp,noteit
4663,udp,noteit
4664,tcp,ems
4664,udp,ems
4665,tcp,contclientms
4665,udp,contclientms
4666,tcp,eportcomm
4666,udp,eportcomm
4667,tcp,mmacomm
4667,udp,mmacomm
4668,tcp,mmaeds
4668,udp,mmaeds
4669,tcp,eportcommdata
4669,udp,eportcommdata
4670,tcp,light
4670,udp,light
4671,tcp,acter
4671,udp,acter
4672,udp,rfa
4672,tcp,rfa
4673,tcp,cxws
4673,udp,cxws
4674,tcp,appiq-mgmt
4674,udp,appiq-mgmt
4675,tcp,dhct-status
4675,udp,dhct-status
4676,tcp,dhct-alerts
4676,udp,dhct-alerts
4677,tcp,bcs
4677,udp,bcs
4678,tcp,traversal
4678,udp,traversal
4679,tcp,mgesupervision
4679,udp,mgesupervision
4680,tcp,mgemanagement
4680,udp,mgemanagement
4681,tcp,parliant
4681,udp,parliant
4682,tcp,finisar
4682,udp,finisar
4683,tcp,spike
4683,udp,spike
4684,tcp,rfid-rp1
4684,udp,rfid-rp1
4685,tcp,autopac
4685,udp,autopac
4686,tcp,msp-os
4686,udp,msp-os
4687,tcp,nst
4687,udp,nst
4688,tcp,mobile-p2p
4688,udp,mobile-p2p
4689,tcp,altovacentral
4689,udp,altovacentral
4690,tcp,prelude
4690,udp,prelude
4691,tcp,monotone
4691,udp,monotone
4692,tcp,conspiracy
4692,udp,conspiracy
4700,tcp,netxms-agent
4700,udp,netxms-agent
4701,tcp,netxms-mgmt
4701,udp,netxms-mgmt
4702,tcp,netxms-sync
4702,udp,netxms-sync
4728,tcp,capmux
4728,udp,capmux
4737,tcp,ipdr-sp
4737,udp,ipdr-sp
4738,tcp,solera-lpn
4738,udp,solera-lpn
4739,tcp,ipfix
4739,udp,ipfix
4740,tcp,ipfixs
4740,udp,ipfixs
4742,tcp,sicct
4742,udp,sicct-sdp
4743,tcp,openhpid
4743,udp,openhpid
4749,tcp,profilemac
4749,udp,profilemac
4750,tcp,ssad
4750,udp,ssad
4751,tcp,spocp
4751,udp,spocp
4752,udp,snap
4752,tcp,snap
4784,tcp,bfd-multi-ctl
4784,udp,bfd-multi-ctl
4800,udp,iims
4800,tcp,iims
4801,udp,iwec
4801,tcp,iwec
4802,udp,ilss
4802,tcp,ilss
4827,udp,htcp
4827,tcp,htcp
4837,udp,varadero-0
4837,tcp,varadero-0
4838,udp,varadero-1
4838,tcp,varadero-1
4839,udp,varadero-2
4839,tcp,varadero-2
4840,tcp,opcua-tcp
4840,udp,opcua-udp
4841,tcp,quosa
4841,udp,quosa
4842,tcp,gw-asv
4842,udp,gw-asv
4843,tcp,opcua-tls
4843,udp,opcua-tls
4844,tcp,gw-log
4844,udp,gw-log
4848,udp,appserv-http
4848,tcp,appserv-http
4849,udp,appserv-https
4849,tcp,appserv-https
4850,tcp,sun-as-nodeagt
4850,udp,sun-as-nodeagt
4867,tcp,unify-debug
4867,udp,unify-debug
4868,udp,phrelay
4868,tcp,phrelay
4869,udp,phrelaydbg
4869,tcp,phrelaydbg
4870,tcp,cc-tracking
4870,udp,cc-tracking
4871,tcp,wired
4871,udp,wired
4885,udp,abbs
4885,tcp,abbs
4894,udp,lyskom
4894,tcp,lyskom
4899,udp,radmin-port
4899,tcp,radmin-port
4900,tcp,hfcs
4900,udp,hfcs
4949,tcp,munin
4949,udp,munin
4951,tcp,pwgwims
4951,udp,pwgwims
4952,tcp,sagxtsds
4952,udp,sagxtsds
4969,tcp,ccss-qmm
4969,udp,ccss-qmm
4970,tcp,ccss-qsm
4970,udp,ccss-qsm
4983,udp,att-intercom
4983,tcp,att-intercom
4986,tcp,mrip
4986,udp,mrip
4987,udp,smar-se-port1
4987,tcp,smar-se-port1
4988,udp,smar-se-port2
4988,tcp,smar-se-port2
4989,udp,parallel
4989,tcp,parallel
4999,tcp,hfcs-manager
4999,udp,hfcs-manager
5000,udp,commplex-main
5000,tcp,commplex-main
5001,udp,commplex-link
5001,tcp,commplex-link
5002,udp,rfe
5002,tcp,rfe
5003,udp,fmpro-internal
5003,tcp,fmpro-internal
5004,udp,avt-profile-1
5004,tcp,avt-profile-1
5005,udp,avt-profile-2
5005,tcp,avt-profile-2
5006,udp,wsm-server
5006,tcp,wsm-server
5007,udp,wsm-server-ssl
5007,tcp,wsm-server-ssl
5008,udp,synapsis-edge
5008,tcp,synapsis-edge
5009,tcp,winfs
5009,udp,winfs
5010,udp,telelpathstart
5010,tcp,telelpathstart
5011,udp,telelpathattack
5011,tcp,telelpathattack
5020,udp,zenginkyo-1
5020,tcp,zenginkyo-1
5021,udp,zenginkyo-2
5021,tcp,zenginkyo-2
5022,udp,mice
5022,tcp,mice
5023,udp,htuilsrv
5023,tcp,htuilsrv
5024,udp,scpi-telnet
5024,tcp,scpi-telnet
5025,udp,scpi-raw
5025,tcp,scpi-raw
5026,tcp,strexec-d
5026,udp,strexec-d
5027,tcp,strexec-s
5027,udp,strexec-s
5030,tcp,surfpass
5030,udp,surfpass
5042,udp,asnaacceler8db
5042,tcp,asnaacceler8db
5043,tcp,swxadmin
5043,udp,swxadmin
5044,tcp,lxi-evntsvc
5044,udp,lxi-evntsvc
5049,tcp,ivocalize
5049,udp,ivocalize
5050,udp,mmcc
5050,tcp,mmcc
5051,udp,ita-agent
5051,tcp,ita-agent
5052,udp,ita-manager
5052,tcp,ita-manager
5055,udp,unot
5055,tcp,unot
5056,udp,intecom-ps1
5056,tcp,intecom-ps1
5057,udp,intecom-ps2
5057,tcp,intecom-ps2
5059,tcp,sds
5059,udp,sds
5060,udp,sip
5060,tcp,sip
5061,udp,sip-tls
5061,tcp,sip-tls
5064,udp,ca-1
5064,tcp,ca-1
5065,udp,ca-2
5065,tcp,ca-2
5066,udp,stanag-5066
5066,tcp,stanag-5066
5067,tcp,authentx
5067,udp,authentx
5069,udp,i-net-2000-npr
5069,tcp,i-net-2000-npr
5070,tcp,vtsas
5070,udp,vtsas
5071,udp,powerschool
5071,tcp,powerschool
5072,tcp,ayiya
5072,udp,ayiya
5073,tcp,tag-pm
5073,udp,tag-pm
5074,tcp,alesquery
5074,udp,alesquery
5081,udp,sdl-ets
5081,tcp,sdl-ets
5084,tcp,llrp
5084,udp,llrp
5085,tcp,encrypted-llrp
5085,udp,encrypted-llrp
5093,udp,sentinel-lm
5093,tcp,sentinel-lm
5099,udp,sentlm-srv2srv
5099,tcp,sentlm-srv2srv
5100,tcp,socalia
5100,udp,socalia
5101,udp,talarian-udp
5101,tcp,talarian-tcp
5102,tcp,oms-nonsecure
5102,udp,oms-nonsecure
5112,tcp,pm-cmdsvr
5112,udp,pm-cmdsvr
5133,tcp,nbt-pc
5133,udp,nbt-pc
5137,udp,ctsd
5137,tcp,ctsd
5145,udp,rmonitor_secure
5145,tcp,rmonitor_secure
5150,udp,atmp
5150,tcp,atmp
5151,udp,esri_sde
5151,tcp,esri_sde
5152,udp,sde-discovery
5152,tcp,sde-discovery
5154,tcp,bzflag
5154,udp,bzflag
5155,tcp,asctrl-agent
5155,udp,asctrl-agent
5165,udp,ife_icorp
5165,tcp,ife_icorp
5166,tcp,winpcs
5166,udp,winpcs
5167,tcp,scte104
5167,udp,scte104
5168,tcp,scte30
5168,udp,scte30
5190,udp,aol
5190,tcp,aol
5191,udp,aol-1
5191,tcp,aol-1
5192,udp,aol-2
5192,tcp,aol-2
5193,udp,aol-3
5193,tcp,aol-3
5200,udp,targus-getdata
5200,tcp,targus-getdata
5201,udp,targus-getdata1
5201,tcp,targus-getdata1
5202,udp,targus-getdata2
5202,tcp,targus-getdata2
5203,udp,targus-getdata3
5203,tcp,targus-getdata3
5222,udp,jabber-client
5222,tcp,jabber-client
5225,udp,hp-server
5225,tcp,hp-server
5226,udp,hp-status
5226,tcp,hp-status
5234,tcp,eenet
5234,udp,eenet
5236,udp,padl2sim
5236,tcp,padl2sim
5250,udp,igateway
5250,tcp,igateway
5251,tcp,caevms
5251,udp,caevms
5252,tcp,movaz-ssc
5252,udp,movaz-ssc
5264,udp,3com-njack-1
5264,tcp,3com-njack-1
5265,udp,3com-njack-2
5265,tcp,3com-njack-2
5269,udp,jabber-server
5269,tcp,jabber-server
5272,udp,pk
5272,tcp,pk
5282,udp,transmit-port
5282,tcp,transmit-port
5300,udp,hacl-hb
5300,tcp,hacl-hb
5301,udp,hacl-gs
5301,tcp,hacl-gs
5302,udp,hacl-cfg
5302,tcp,hacl-cfg
5303,udp,hacl-probe
5303,tcp,hacl-probe
5304,udp,hacl-local
5304,tcp,hacl-local
5305,udp,hacl-test
5305,tcp,hacl-test
5306,udp,sun-mc-grp
5306,tcp,sun-mc-grp
5307,udp,sco-aip
5307,tcp,sco-aip
5308,udp,cfengine
5308,tcp,cfengine
5309,udp,jprinter
5309,tcp,jprinter
5310,udp,outlaws
5310,tcp,outlaws
5312,tcp,permabit-cs
5312,udp,permabit-cs
5313,tcp,rrdp
5313,udp,rrdp
5314,udp,opalis-rbt-ipc
5314,tcp,opalis-rbt-ipc
5315,udp,hacl-poll
5315,tcp,hacl-poll
5343,tcp,kfserver
5343,udp,kfserver
5344,tcp,xkotodrcp
5344,udp,xkotodrcp
5351,tcp,nat-pmp
5351,udp,nat-pmp
5352,tcp,dns-llq
5352,udp,dns-llq
5353,udp,mdns
5353,tcp,mdns
5354,tcp,mdnsresponder
5354,udp,mdnsresponder
5355,tcp,llmnr
5355,udp,llmnr
5356,tcp,ms-smlbiz
5356,udp,ms-smlbiz
5357,tcp,wsdapi
5357,udp,wsdapi
5358,tcp,wsdapi-s
5358,udp,wsdapi-s
5397,tcp,stresstester
5397,udp,stresstester
5398,tcp,elektron-admin
5398,udp,elektron-admin
5399,tcp,securitychase
5399,udp,securitychase
5400,udp,excerpt
5400,tcp,excerpt
5401,udp,excerpts
5401,tcp,excerpts
5402,udp,mftp
5402,tcp,mftp
5403,udp,hpoms-ci-lstn
5403,tcp,hpoms-ci-lstn
5404,udp,hpoms-dps-lstn
5404,tcp,hpoms-dps-lstn
5405,udp,netsupport
5405,tcp,netsupport
5406,udp,systemics-sox
5406,tcp,systemics-sox
5407,udp,foresyte-clear
5407,tcp,foresyte-clear
5408,udp,foresyte-sec
5408,tcp,foresyte-sec
5409,udp,salient-dtasrv
5409,tcp,salient-dtasrv
5410,udp,salient-usrmgr
5410,tcp,salient-usrmgr
5411,udp,actnet
5411,tcp,actnet
5412,udp,continuus
5412,tcp,continuus
5413,udp,wwiotalk
5413,tcp,wwiotalk
5414,udp,statusd
5414,tcp,statusd
5415,udp,ns-server
5415,tcp,ns-server
5416,udp,sns-gateway
5416,tcp,sns-gateway
5417,udp,sns-agent
5417,tcp,sns-agent
5418,udp,mcntp
5418,tcp,mcntp
5419,udp,dj-ice
5419,tcp,dj-ice
5420,udp,cylink-c
5420,tcp,cylink-c
5421,udp,netsupport2
5421,tcp,netsupport2
5422,udp,salient-mux
5422,tcp,salient-mux
5423,udp,virtualuser
5423,tcp,virtualuser
5424,tcp,beyond-remote
5424,udp,beyond-remote
5425,tcp,br-channel
5425,udp,br-channel
5426,udp,devbasic
5426,tcp,devbasic
5427,udp,sco-peer-tta
5427,tcp,sco-peer-tta
5428,udp,telaconsole
5428,tcp,telaconsole
5429,udp,base
5429,tcp,base
5430,udp,radec-corp
5430,tcp,radec-corp
5431,udp,park-agent
5431,tcp,park-agent
5432,udp,postgresql
5432,tcp,postgresql
5433,tcp,pyrrho
5433,udp,pyrrho
5434,tcp,sgi-arrayd
5434,udp,sgi-arrayd
5435,udp,dttl
5435,tcp,dttl
5453,tcp,surebox
5453,udp,surebox
5454,udp,apc-5454
5454,tcp,apc-5454
5455,udp,apc-5455
5455,tcp,apc-5455
5456,udp,apc-5456
5456,tcp,apc-5456
5461,udp,silkmeter
5461,tcp,silkmeter
5462,udp,ttl-publisher
5462,tcp,ttl-publisher
5463,udp,ttlpriceproxy
5463,tcp,ttlpriceproxy
5464,tcp,quailnet
5464,udp,quailnet
5465,udp,netops-broker
5465,tcp,netops-broker
5500,udp,fcp-addr-srvr1
5500,tcp,fcp-addr-srvr1
5501,udp,fcp-addr-srvr2
5501,tcp,fcp-addr-srvr2
5502,udp,fcp-srvr-inst1
5502,tcp,fcp-srvr-inst1
5503,udp,fcp-srvr-inst2
5503,tcp,fcp-srvr-inst2
5504,udp,fcp-cics-gw1
5504,tcp,fcp-cics-gw1
5553,udp,sgi-eventmond
5553,tcp,sgi-eventmond
5554,udp,sgi-esphttp
5554,tcp,sgi-esphttp
5555,udp,personal-agent
5555,tcp,personal-agent
5556,tcp,freeciv
5556,udp,freeciv
5566,udp,udpplus
5566,tcp,udpplus
5567,tcp,m-oap
5567,udp,m-oap
5568,tcp,sdt
5568,udp,sdt
5580,tcp,tmosms0
5580,udp,tmosms0
5581,tcp,tmosms1
5581,udp,tmosms1
5584,tcp,bis-web
5584,udp,bis-web
5585,tcp,bis-sync
5585,udp,bis-sync
5597,tcp,ininmessaging
5597,udp,ininmessaging
5598,tcp,mctfeed
5598,udp,mctfeed
5599,udp,esinstall
5599,tcp,esinstall
5600,udp,esmmanager
5600,tcp,esmmanager
5601,udp,esmagent
5601,tcp,esmagent
5602,udp,a1-msc
5602,tcp,a1-msc
5603,udp,a1-bs
5603,tcp,a1-bs
5604,udp,a3-sdunode
5604,tcp,a3-sdunode
5605,udp,a4-sdunode
5605,tcp,a4-sdunode
5627,tcp,ninaf
5627,udp,ninaf
5629,tcp,symantec-sfdb
5629,udp,symantec-sfdb
5630,tcp,precise-comm
5630,udp,precise-comm
5631,udp,pcanywheredata
5631,tcp,pcanywheredata
5632,udp,pcanywherestat
5632,tcp,pcanywherestat
5633,tcp,beorl
5633,udp,beorl
5672,tcp,amqp
5672,udp,amqp
5673,udp,jms
5673,tcp,jms
5674,udp,hyperscsi-port
5674,tcp,hyperscsi-port
5675,udp,v5ua
5675,tcp,v5ua
5676,udp,raadmin
5676,tcp,raadmin
5677,udp,questdb2-lnchr
5677,tcp,questdb2-lnchr
5678,udp,rrac
5678,tcp,rrac
5679,udp,dccm
5679,tcp,dccm
5680,tcp,auriga-router
5680,udp,auriga-router
5681,tcp,ncxcp
5681,udp,ncxcp
5688,udp,ggz
5688,tcp,ggz
5689,tcp,qmvideo
5689,udp,qmvideo
5713,udp,proshareaudio
5713,tcp,proshareaudio
5714,udp,prosharevideo
5714,tcp,prosharevideo
5715,udp,prosharedata
5715,tcp,prosharedata
5716,udp,prosharerequest
5716,tcp,prosharerequest
5717,udp,prosharenotify
5717,tcp,prosharenotify
5718,tcp,dpm
5718,udp,dpm
5719,tcp,dpm-agent
5719,udp,dpm-agent
5720,udp,ms-licensing
5720,tcp,ms-licensing
5721,tcp,dtpt
5721,udp,dtpt
5722,tcp,msdfsr
5722,udp,msdfsr
5723,tcp,omhs
5723,udp,omhs
5724,tcp,omsdk
5724,udp,omsdk
5729,udp,openmail
5729,tcp,openmail
5730,udp,unieng
5730,tcp,unieng
5741,udp,ida-discover1
5741,tcp,ida-discover1
5742,udp,ida-discover2
5742,tcp,ida-discover2
5743,tcp,watchdoc-pod
5743,udp,watchdoc-pod
5744,tcp,watchdoc
5744,udp,watchdoc
5745,udp,fcopy-server
5745,tcp,fcopy-server
5746,udp,fcopys-server
5746,tcp,fcopys-server
5747,tcp,tunatic
5747,udp,tunatic
5748,tcp,tunalyzer
5748,udp,tunalyzer
5755,udp,openmailg
5755,tcp,openmailg
5757,udp,x500ms
5757,tcp,x500ms
5766,udp,openmailns
5766,tcp,openmailns
5767,udp,s-openmail
5767,tcp,s-openmail
5768,udp,openmailpxy
5768,tcp,openmailpxy
5769,tcp,spramsca
5769,udp,spramsca
5770,tcp,spramsd
5770,udp,spramsd
5771,udp,netagent
5771,tcp,netagent
5777,tcp,dali-port
5777,udp,dali-port
5813,udp,icmpd
5813,tcp,icmpd
5814,tcp,spt-automation
5814,udp,spt-automation
5859,udp,wherehoo
5859,tcp,wherehoo
5863,tcp,ppsuitemsg
5863,udp,ppsuitemsg
5900,tcp,vnc-server
5900,udp,vnc-server
5963,tcp,indy
5963,udp,indy
5968,udp,mppolicy-v5
5968,tcp,mppolicy-v5
5969,udp,mppolicy-mgr
5969,tcp,mppolicy-mgr
5985,tcp,wsman
5985,udp,wsman
5986,tcp,wsmans
5986,udp,wsmans
5987,udp,wbem-rmi
5987,tcp,wbem-rmi
5988,udp,wbem-http
5988,tcp,wbem-http
5989,udp,wbem-https
5989,tcp,wbem-https
5990,tcp,wbem-exp-https
5990,udp,wbem-exp-https
5991,udp,nuxsl
5991,tcp,nuxsl
5992,tcp,consul-insight
5992,udp,consul-insight
5999,udp,cvsup
5999,tcp,cvsup
6064,udp,ndl-ahp-svc
6064,tcp,ndl-ahp-svc
6065,udp,winpharaoh
6065,tcp,winpharaoh
6066,udp,ewctsp
6066,tcp,ewctsp
6067,udp,srb
6067,tcp,srb
6068,udp,gsmp
6068,tcp,gsmp
6069,udp,trip
6069,tcp,trip
6070,udp,messageasap
6070,tcp,messageasap
6071,udp,ssdtp
6071,tcp,ssdtp
6072,udp,diagnose-proc
6072,tcp,diagnose-proc
6073,udp,directplay8
6073,tcp,directplay8
6074,tcp,max
6074,udp,max
6085,udp,konspire2b
6085,tcp,konspire2b
6086,tcp,pdtp
6086,udp,pdtp
6087,tcp,ldss
6087,udp,ldss
6100,udp,synchronet-db
6100,tcp,synchronet-db
6101,udp,synchronet-rtc
6101,tcp,synchronet-rtc
6102,udp,synchronet-upd
6102,tcp,synchronet-upd
6103,udp,rets
6103,tcp,rets
6104,udp,dbdb
6104,tcp,dbdb
6105,udp,primaserver
6105,tcp,primaserver
6106,udp,mpsserver
6106,tcp,mpsserver
6107,udp,etc-control
6107,tcp,etc-control
6108,udp,sercomm-scadmin
6108,tcp,sercomm-scadmin
6109,udp,globecast-id
6109,tcp,globecast-id
6110,udp,softcm
6110,tcp,softcm
6111,udp,spc
6111,tcp,spc
6112,udp,dtspcd
6112,tcp,dtspcd
6122,tcp,bex-webadmin
6122,udp,bex-webadmin
6123,udp,backup-express
6123,tcp,backup-express
6133,tcp,nbt-wol
6133,udp,nbt-wol
6141,udp,meta-corp
6141,tcp,meta-corp
6142,udp,aspentec-lm
6142,tcp,aspentec-lm
6143,udp,watershed-lm
6143,tcp,watershed-lm
6144,udp,statsci1-lm
6144,tcp,statsci1-lm
6145,udp,statsci2-lm
6145,tcp,statsci2-lm
6146,udp,lonewolf-lm
6146,tcp,lonewolf-lm
6147,udp,montage-lm
6147,tcp,montage-lm
6148,udp,ricardo-lm
6148,tcp,ricardo-lm
6149,udp,tal-pod
6149,tcp,tal-pod
6161,tcp,patrol-ism
6161,udp,patrol-ism
6162,tcp,patrol-coll
6162,udp,patrol-coll
6163,tcp,pscribe
6163,udp,pscribe
6200,tcp,lm-x
6200,udp,lm-x
6222,tcp,radmind
6222,udp,radmind
6253,udp,crip
6253,tcp,crip
6268,tcp,grid
6268,udp,grid
6269,tcp,grid-alt
6269,udp,grid-alt
6300,udp,bmc-grx
6300,tcp,bmc-grx
6301,tcp,bmc_ctd_ldap
6301,udp,bmc_ctd_ldap
6320,tcp,repsvc
6320,udp,repsvc
6321,udp,emp-server1
6321,tcp,emp-server1
6322,udp,emp-server2
6322,tcp,emp-server2
6343,udp,sflow
6343,tcp,sflow
6346,udp,gnutella-svc
6346,tcp,gnutella-svc
6347,udp,gnutella-rtr
6347,tcp,gnutella-rtr
6382,udp,metatude-mds
6382,tcp,metatude-mds
6389,udp,clariion-evr01
6389,tcp,clariion-evr01
6417,tcp,faxcomservice
6417,udp,faxcomservice
6420,tcp,nim-vdrshell
6420,udp,nim-vdrshell
6421,tcp,nim-wan
6421,udp,nim-wan
6443,tcp,sun-sr-https
6443,udp,sun-sr-https
6444,tcp,sge_qmaster
6444,udp,sge_qmaster
6445,tcp,sge_execd
6445,udp,sge_execd
6455,tcp,skip-cert-recv
6456,tcp,skip-cert-send
6456,udp,skip-cert-send
6471,udp,lvision-lm
6471,tcp,lvision-lm
6480,tcp,sun-sr-http
6480,udp,sun-sr-http
6484,tcp,sun-sr-jms
6484,udp,sun-sr-jms
6485,tcp,sun-sr-iiop
6485,udp,sun-sr-iiop
6486,tcp,sun-sr-iiops
6486,udp,sun-sr-iiops
6487,tcp,sun-sr-iiop-aut
6487,udp,sun-sr-iiop-aut
6488,tcp,sun-sr-jmx
6488,udp,sun-sr-jmx
6489,tcp,sun-sr-admin
6489,udp,sun-sr-admin
6500,udp,boks
6500,tcp,boks
6501,udp,boks_servc
6501,tcp,boks_servc
6502,udp,boks_servm
6502,tcp,boks_servm
6503,udp,boks_clntd
6503,tcp,boks_clntd
6505,udp,badm_priv
6505,tcp,badm_priv
6506,udp,badm_pub
6506,tcp,badm_pub
6507,udp,bdir_priv
6507,tcp,bdir_priv
6508,udp,bdir_pub
6508,tcp,bdir_pub
6509,udp,mgcs-mfp-port
6509,tcp,mgcs-mfp-port
6510,udp,mcer-port
6510,tcp,mcer-port
6543,udp,lds-distrib
6543,tcp,lds-distrib
6544,tcp,lds-dump
6544,udp,lds-dump
6547,udp,apc-6547
6547,tcp,apc-6547
6548,udp,apc-6548
6548,tcp,apc-6548
6549,udp,apc-6549
6549,tcp,apc-6549
6550,udp,fg-sysupdate
6550,tcp,fg-sysupdate
6558,udp,xdsxdm
6558,tcp,xdsxdm
6566,udp,sane-port
6566,tcp,sane-port
6579,tcp,affiliate
6579,udp,affiliate
6580,udp,parsec-master
6580,tcp,parsec-master
6581,udp,parsec-peer
6581,tcp,parsec-peer
6582,udp,parsec-game
6582,tcp,parsec-game
6583,tcp,joaJewelSuite
6583,udp,joaJewelSuite
6619,tcp,odette-ftps
6619,udp,odette-ftps
6620,tcp,kftp-data
6620,udp,kftp-data
6621,tcp,kftp
6621,udp,kftp
6622,tcp,mcftp
6622,udp,mcftp
6623,tcp,ktelnet
6623,udp,ktelnet
6626,tcp,wago-service
6626,udp,wago-service
6627,tcp,nexgen
6627,udp,nexgen
6628,udp,afesc-mc
6628,tcp,afesc-mc
6631,udp,mach
6631,tcp,mach
6670,udp,vocaltec-gold
6670,tcp,vocaltec-gold
6672,udp,vision_server
6672,tcp,vision_server
6673,udp,vision_elmd
6673,tcp,vision_elmd
6701,udp,kti-icad-srvr
6701,tcp,kti-icad-srvr
6702,tcp,e-design-net
6702,udp,e-design-net
6703,tcp,e-design-web
6703,udp,e-design-web
6714,udp,ibprotocol
6714,tcp,ibprotocol
6715,tcp,fibotrader-com
6715,udp,fibotrader-com
6767,udp,bmc-perf-agent
6767,tcp,bmc-perf-agent
6768,udp,bmc-perf-mgrd
6768,tcp,bmc-perf-mgrd
6769,tcp,adi-gxp-srvprt
6769,udp,adi-gxp-srvprt
6770,tcp,plysrv-http
6770,udp,plysrv-http
6771,tcp,plysrv-https
6771,udp,plysrv-https
6785,tcp,dgpf-exchg
6785,udp,dgpf-exchg
6786,tcp,smc-jmx
6786,udp,smc-jmx
6787,tcp,smc-admin
6787,udp,smc-admin
6788,udp,smc-http
6788,tcp,smc-http
6789,udp,smc-https
6789,tcp,smc-https
6790,udp,hnmp
6790,tcp,hnmp
6791,tcp,hnm
6791,udp,hnm
6831,udp,ambit-lm
6831,tcp,ambit-lm
6841,udp,netmo-default
6841,tcp,netmo-default
6842,udp,netmo-http
6842,tcp,netmo-http
6850,udp,iccrushmore
6850,tcp,iccrushmore
6888,udp,muse
6888,tcp,muse
6936,tcp,xsmsvc
6936,udp,xsmsvc
6946,tcp,bioserver
6946,udp,bioserver
6951,tcp,otlp
6951,udp,otlp
6961,udp,jmact3
6961,tcp,jmact3
6962,udp,jmevt2
6962,tcp,jmevt2
6963,udp,swismgr1
6963,tcp,swismgr1
6964,udp,swismgr2
6964,tcp,swismgr2
6965,udp,swistrap
6965,tcp,swistrap
6966,udp,swispol
6966,tcp,swispol
6969,udp,acmsoda
6969,tcp,acmsoda
6998,udp,iatp-highpri
6998,tcp,iatp-highpri
6999,udp,iatp-normalpri
6999,tcp,iatp-normalpri
7000,udp,afs3-fileserver
7000,tcp,afs3-fileserver
7001,udp,afs3-callback
7001,tcp,afs3-callback
7002,udp,afs3-prserver
7002,tcp,afs3-prserver
7003,udp,afs3-vlserver
7003,tcp,afs3-vlserver
7004,udp,afs3-kaserver
7004,tcp,afs3-kaserver
7005,udp,afs3-volser
7005,tcp,afs3-volser
7006,udp,afs3-errors
7006,tcp,afs3-errors
7007,udp,afs3-bos
7007,tcp,afs3-bos
7008,udp,afs3-update
7008,tcp,afs3-update
7009,udp,afs3-rmtsys
7009,tcp,afs3-rmtsys
